,rel,masked_sent,subj_id,subj,pred,gt,is_correct,true_with_evidence,true_with_csk,unknown,false_with_csk,false_with_counterevidence,source,mturk_worker,mturk_true_with_evidence,mturk_true_with_csk,mturk_unknown,mturk_false_with_csk,mturk_false_with_counterevidence,mturk_comment,mturk_link,mturk_snippet,assignment_status,assignment_duration_in_seconds,changed_voting_after_rejection,from_false_to_true,from_true_to_false
55,P178,Yu-Gi-Oh! GX: Tag Force Evolution is developed by [MASK] .,Q18285558,Yu-Gi-Oh! GX: Tag Force Evolution,Konami,Konami,True,True,False,False,False,False,https://yugioh.fandom.com/wiki/Yu-Gi-Oh!_GX_Tag_Force_Evolution,A3N5P5VO81FIJ6,True,False,False,False,False,my voting is 4,https://www.google.com/search?client=firefox-b-e&q=Yu-Gi-Oh%21+GX%3A+Tag+Force+Evolution,"Yu-Gi-oh! GX The Beginning of Destiny Video game 4.8/5 eBay 5.1/10 IGN 4.4/5 Amazon UK 94% liked this video game Google users Yu-Gi-Oh! GX Tag Force, known in Japan as Yu-Gi-Oh! Duel Monsters GX Tag Force is a video game based on the Yu-Gi-Oh! GX anime series. It is the Yu-Gi-Oh! series' debut on the PlayStation Portable system and the first game in the Tag Force series.  Yu-Gi-Oh! GX Tag Force | Yu-Gi-Oh! | FANDOM powered by Wikiahttp://yugioh.fandom.com › wiki › Yu-Gi-Oh!_GX_Tag_Force Initial release date: 14 September 2006 Mode: Multiplayer video game Publisher: Konami Adapted from: Yu-Gi-Oh! GX Genres: Trading Card, Strategy Video Game, Pub game Developers: Konami, Konami Digital Entertainment, Tenky Platforms: PlayStation Portable, PlayStation 2 Audience rating summary 5 4 3 2 1 4.1      10 ratings Rate and review Profile image riana a Posting publicly.         What do you think of this video game? Audience reviews Profile image      A well balanced and fun anime tie‑in game that puts us in the only school we actually want to attend. While scoring well on tests and going to classes are completely pointless (and the friendship system being basically nonexistent), this game SHINES when it comes to ... Profile image      sorry i love gx but i have to give this a 2 i was a baby when this came out i love gx so i want their to be a season 5 of it and i want arc v to never happen because judai or jaden is not in that dimesions and so as the other yu‑gioh protaginst Profile image      Wasnt a huge fan of Jaden, but LOVED this game wither way! haha More audience reviews (7) People also search for View 5+ more Yu-Gi-Oh! GX Tag Force 3 Yu‑Gi‑Oh! GX Tag Force 3 Yu-Gi-Oh! 5D's Tag Force 4 (2009) Yu‑Gi‑Oh! 5D's Tag Force 4 2009 Yu-Gi-Oh! 5D's Tag Force 6 (2011) Yu‑Gi‑Oh! 5D's Tag Force 6 2011 Yu-Gi-Oh! GX Duel Academy (2006) Yu‑Gi‑Oh! GX Duel Academy 2006",Approved,2cnd_mturk_batch,false,false,false
56,P159,The headquarter of Shang Xia is in [MASK] .,Q3481380,Shang Xia,Beijing,Shanghai,FALSE,False,False,False,False,True,https://www.cbinsights.com/company/shang-xia,A1NF6PELRKACS9,False,False,False,False,True,There is direct evidence that the HQ is in Shanghai and not Beijing,https://www.cbinsights.com/company/shang-xia,"Shang Xia's headquarters is located at 5th floor, Building No. 2, Shanghai.",Approved,2cnd_mturk_batch,false,false,false
57,P176,SPP1000/XA is produced by [MASK] .,Q72916677,SPP1000/XA,IBM,HP,False,False,False,False,False,True,https://www.top500.org/system/170700/,A3JN18TC8GL3IH,False,False,False,False,True,,https://www.top500.org/system/170701/,below system configuration,Approved,2cnd_mturk_batch,false,false,false
58,P178,Camelot is developed by [MASK] .,Q5025934,Camelot,Atari,Tony Oakden,False,False,False,False,False,True,https://en.wikipedia.org/wiki/Camelot_(video_game),A3JN18TC8GL3IH,False,False,False,False,True,Tony Oakden,https://en.wikipedia.org/wiki/Camelot_(video_game),wiki information page,Approved,2cnd_mturk_batch,false,false,false
59,P103,The native language of Carolyn Cordery is [MASK] .,Q80536481,Carolyn Cordery,French,English,FALSE,False,False,False,True,False,https://www.wgtn.ac.nz/sacl/about/staff/carolyn-cordery,A1NF6PELRKACS9,False,False,False,True,False,There is high plausibility that the person is from Australia and not France,https://www.xrb.govt.nz/standards/accounting-standards/nzasb/carolyn-cordery/,"PhD, FCA, FCPA Australia",Approved,2cnd_mturk_batch,false,false,false
60,P176,GSF Galaxy II is produced by [MASK] .,Q83628538,GSF Galaxy II,Samsung,Keppel Fels,False,False,False,False,False,True,https://www.vesseltracking.net/ship/gsf-galaxy-ii-8764107,A3JN18TC8GL3IH,False,False,False,False,True,,https://www.vesseltracking.net/ship/gsf-galaxy-ii-8764107,Vessel details for GSF GALAXY II,Approved,2cnd_mturk_batch,false,false,false
61,P176,SuperDome 750/500 MHz/HyperPlex is produced by [MASK] .,Q73490731,SuperDome 750/500 MHz/HyperPlex,IBM,HP,False,False,False,False,False,True,https://www.top500.org/system/169055/,A1NF6PELRKACS9,False,False,False,False,True,There is evidence that the manufacturer is HP and not IBM,https://www.top500.org/system/169082/,Manufacturer:	HP,Approved,2cnd_mturk_batch,false,false,false
62,P27,Igor Dmitrievich Stulin is [MASK] citizen .,Q30345557,Igor Dmitrievich Stulin,Russia,Russia,TRUE,True,False,False,False,False,"https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D1%83%D0%BB%D0%B8%D0%BD,_%D0%98%D0%B3%D0%BE%D1%80%D1%8C_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B5%D0%B2%D0%B8%D1%87",A3V5IIPZ95YVKH,True,False,False,False,False,Igor is a Russian Scientist,https://commons.wikimedia.org/wiki/Category:Igor_Dmitrievich_Stulin,Merited Scientist of the Russian Federation,Approved,2cnd_mturk_batch,false,false,false
63,P103,The native language of Masayoshi Yokoyama is [MASK] .,Q11542565,Masayoshi Yokoyama,Japanese,Japanese,TRUE,False,True,False,False,False,https://segaretro.org/Masayoshi_Yokoyama,A1NF6PELRKACS9,True,False,False,False,False,There is direct evidence that the person is Japanese,https://www.wikidata.org/wiki/Q11542565,country of citizenship Japan,Approved,2cnd_mturk_batch,false,false,false
64,P176,SPP1600/XA-32 is produced by [MASK] .,Q70235515,SPP1600/XA-32,IBM,IBM,True,True,False,False,False,False,https://www.top500.org/system/175171/,A3JN18TC8GL3IH,False,False,False,False,True,,https://www.top500.org/system/170724/,below system configuration,Approved,2cnd_mturk_batch,false,false,false
65,P103,The native language of Hayashi Soken is [MASK] .,Q3128830,Hayashi Soken,Japanese,Japanese,TRUE,False,True,False,False,False,https://fr.wikipedia.org/wiki/Hayashi_S%C5%8Dkan,A1EX0MEOPF8AHT,True,False,False,False,False,good,https://www.wikidata.org/wiki/Q3128830,Hayashi Sōken. Japanese philosopher of Edo period. Hayashi Takeshi; Hayashi Soken; Hayashi Souken,Approved,2cnd_mturk_batch,false,false,false
66,P178,Mega Man Unlimited is developed by [MASK] .,Q47363223,Mega Man Unlimited,Capcom,"Capcom, MegaPhilX",True,True,False,False,False,False,https://megamanfanon.fandom.com/wiki/Mega_Man_Unlimited,A7V4CVENA0DYV,False,False,False,False,True,The site says that Mega Man Unlimited was developed by Jean-Simon Brochu and Gabriel Leblanc.,http://megaphilx.com/index.php/home/games/mega-man-unlimited/,Designed by Philippe Poulin and developed by Jean-Simon Brochu and Gabriel Leblanc,Approved,2cnd_mturk_batch,true,false,true
67,P178,Man vs. Wild is developed by [MASK] .,Q3844230,Man vs. Wild,Capcom,"Floor 84 Studio,Scientificaly Proven",False,False,False,False,False,True,https://en.wikipedia.org/wiki/Man_vs._Wild_(video_game),A3JN18TC8GL3IH,False,False,False,False,True,,https://en.wikipedia.org/wiki/Man_vs._Wild_(video_game),Floor 84 Studio with Scientifically Proven,Approved,2cnd_mturk_batch,false,false,false
68,P27,Markku Jalkanen is [MASK] citizen .,Q44929892,Markku Jalkanen,Finland,Finland,TRUE,True,False,False,False,False,https://en.wikipedia.org/wiki/Markku_Jalkanen,A3JN18TC8GL3IH,True,False,False,False,False,,https://en.wikipedia.org/wiki/Markku_Jalkanen,wiki details below,Approved,2cnd_mturk_batch,false,false,false
69,P178,On-Court Tennis is developed by [MASK] .,Q2014560,On-Court Tennis,Atari,"Activision, Gamestar",False,False,False,False,False,True,https://en.wikipedia.org/wiki/On-Court_Tennis,A1NF6PELRKACS9,False,False,False,False,True,It is developed by Activision and not Atari,https://en.wikipedia.org/wiki/On-Court_Tennis,On-Court Tennis is a computer game developed by Activision's Gamestar,Approved,2cnd_mturk_batch,false,false,false
70,P178,One Piece: Grand Battle 3 is developed by [MASK] .,Q3882539,One Piece: Grand Battle 3,Ganbarion,"Ganbario,Bandai",True,True,False,False,False,False,https://onepiece.fandom.com/wiki/One_Piece:_Grand_Battle!_3,A23LXQ5ZX2YONR,True,False,False,False,False,,https://onepiece.fandom.com/wiki/One_Piece:_Grand_Battle!_3,"One Piece: Grand Battle! 3 is a fighting game based on the One Piece manga and anime, released on the Sony Playstation 2 and Nintendo Gamecube. The direct sequel to Grand Battle! 2, it is notably the Grand Battle series' first fully three-dimensional game, and primarily adapts the events of the Sky Island Saga. Developed by Ganbarion and published by Bandai, it was released in Japan on December 11, 2003.",Approved,2cnd_mturk_batch,false,false,false
71,P27,Kumud M Tripathi is [MASK] citizen .,Q85833423,Kumud M Tripathi,India,India,TRUE,False,True,False,False,False,https://www.linkedin.com/in/dr-kumud-tripathi-2b900855/,A1NF6PELRKACS9,True,False,False,False,False,She works and has studied in India,https://iipe.ac.in/faculty_profile_details?id=24,"Department of Chemistry, I.I.T. Kanpur, India.",Approved,2cnd_mturk_batch,false,false,false
72,P178,Battle pinball is developed by [MASK] .,Q11327907,Battle pinball,Atari,Banpresto,False,False,False,False,False,True,https://gamefaqs.gamespot.com/snes/571233-battle-pinball,A2VE5IV9OD2SK1,False,False,False,False,True,"The given statement is factually incorrect, giving the wrong developer name, based on research","https://www.giantbomb.com/battle-pinball/3030-37946/#:~:text=Battle%20Pinball%20is%20a%20multi,Ultraman%2C%20Kamen%20Rider%20and%20Gundam.","Developer:  Banpresto Co., Ltd.",Approved,2cnd_mturk_batch,false,false,false
73,P27,Helmut Pascher is [MASK] citizen .,Q95842214,Helmut Pascher,Germany,Germany,TRUE,False,True,False,False,False,https://www.imdb.com/name/nm0664364/,A1NF6PELRKACS9,False,True,False,False,False,Munich is in Germany. So it is plausible that the person is a citizen,https://opg.optica.org/viewmedia.cfm?r=1&uri=OFTran-1977-ThA2&seq=0,"Helmut Pascher, Siemens AG, and Munich",Approved,2cnd_mturk_batch,false,false,false
74,P27,Tom Sjogren is [MASK] citizen .,Q7817598,Tom Sjogren,Sweden,Sweden ,TRUE,True,False,False,False,False,https://en.wikipedia.org/wiki/Tom_Sjogren,A2BAQ26SMQQEUG,True,False,False,False,False,good,https://en.wikipedia.org/wiki/Tom_Sjogren,"Tom Sjogren is the CTO and co-founder of Pythom, a Swedish-American aerospace company based in Bishop, California. With a background in exploration, Tom has completed the Three Poles Challenge - summited Mount Everest and skied unsupported to the South Pole and North Pole",Approved,2cnd_mturk_batch,false,false,false
75,P178,Street Fighter EX Plus is developed by [MASK] .,Q3500239,Street Fighter EX Plus,Capcom,"Arika, Capcom",True,False,True,False,False,False,https://en.wikipedia.org/wiki/Street_Fighter_EX,A3JN18TC8GL3IH,True,False,False,False,False,,https://www.google.com/search?client=firefox-b-e&q=Street+Fighter+EX+Plus,google info box,Approved,2cnd_mturk_batch,false,false,false
76,P159,The headquarter of Arsenal Resita is in [MASK] .,Q12721008,Arsenal Resita,Bucharest,Bucharest,TRUE,True,False,False,False,False,https://romarm.ro/en/contact/,A3JN18TC8GL3IH,True,False,False,False,False,,https://www.arsenal.ro/contact.html,below address,Approved,2cnd_mturk_batch,false,false,false
77,P176,SuperDome/N4000/HyperPlex is produced by [MASK] .,Q73664792,SuperDome/N4000/HyperPlex,IBM,HP,False,False,False,False,False,True,https://www.top500.org/system/169342/,A7V4CVENA0DYV,False,False,False,False,True,The site says the manufacturer of SuperDome/N4000/HyperPlex  is HP.,https://www.top500.org/system/169342/,Manufacturer:	HP,Approved,2cnd_mturk_batch,true,false,true
78,P159,The headquarter of Omnikon (Poland) is in [MASK] .,Q59535827,Omnikon (Poland),Warsaw,"Konstantynow Lodzki, Warsaw?",FALSE,False,False,False,False,True,https://omnikon.pl/,A3JN18TC8GL3IH,True,False,False,False,False,,https://www.emis.com/php/company-profile/PL/Omnicon_Sp_z_oo_en_3373618.html,see the below details,Approved,2cnd_mturk_batch,false,false,false
79,P103,The native language of Stephanie Grace Matthews is [MASK] .,Q75551472,Stephanie Grace Matthews,English,English,TRUE,False,True,False,False,False,https://www.thepeerage.com/p20837.htm#i208363,A3JN18TC8GL3IH,False,True,False,False,False,"Columbus-Ohio based creative director, producer, and award-winning photographer",https://stephaniematthews.us/bio,,Approved,2cnd_mturk_batch,false,false,false
80,P27,Rafal Loska Loska is [MASK] citizen .,Q89111511,Rafal Loska,Poland,Poland,TRUE,True,False,False,False,False,https://www.icho.edu.pl/en/zespol/rafal-loska-group/,A3V5IIPZ95YVKH,True,False,False,False,False,Rafal was born in Poland,https://www.icho.edu.pl/wp-content/uploads/2021/03/CVRafalLoskaen.pdf,"Date and place of birth: 15th December 1978, Kraków, Poland",Approved,2cnd_mturk_batch,false,false,false
81,P176,Infiniti Maris is produced by [MASK] .,Q84262006,Infiniti Maris,Nissan,Forward Marine Enterprise,False,False,False,False,False,True,https://www.balticshipping.com/vessel/imo/9502001,AORHXBTOCXFUK,False,True,False,False,False,not available correct evidence,Infiniti,"The Infiniti brand was introduced in the United States in 1989 to target the premium vehicle segments in the United States that would not have otherwise fit in with Nissan's more mainstream image, and partially influenced by the Plaza Accord of 1985",Approved,2cnd_mturk_batch,false,false,false
82,P178,System 15000 is developed by [MASK] .,Q7663613,System 15000,IBM,A.V.S,False,False,False,False,False,True,https://en.wikipedia.org/wiki/System_15000,A3V5IIPZ95YVKH,False,False,False,False,True,System 15000 is developed by A.V.S and not IBM,https://en.wikipedia.org/wiki/System_15000,See the right side box in the wikipedia link.,Approved,2cnd_mturk_batch,false,false,false
83,P176,VP200EX is produced by [MASK] .,Q69616352,VP200EX,Fujitsu,Fujitsu,True,True,False,False,False,False,https://www.top500.org/system/172170/,A3JN18TC8GL3IH,True,False,False,False,False,,https://www.top500.org/system/172171/,table below,Approved,2cnd_mturk_batch,false,false,false
84,P159,The headquarter of K-Rep Development Agency (Kenya) is in [MASK] .,Q61933765,K-Rep Development Agency (Kenya),Nairobi,Nairobi,TRUE,True,False,False,False,False,knowledge panel,A3JN18TC8GL3IH,True,False,False,False,False,,https://www.google.com/search?q=K-Rep+Development+Agency&client=firefox-b-e&sxsrf=ALiCzsaqZJ56GmID21d9W7WbVbbBON6j7w%3A1664285909630&ei=1fwyY4aNJtH_7_UPoOKZIA&ved=0ahUKEwjGy8qTjLX6AhXR_7sIHSBxBgQQ4dUDCA4&uact=5&oq=K-Rep+Development+Agency&gs_lcp=Cgdnd3Mtd2l6EAMyBAgjECcyBQgAEIAEMgYIABAeEBYyBQgAEIYDMgUIABCGAzIFCAAQhgMyBQgAEIYDOgoIABBHENYEELADSgQIQRgASgQIRhgAUJUEWJUEYOsHaAFwAXgAgAFhiAFhkgEBMZgBAKABAcgBBMABAQ&sclient=gws-wiz,see google info box,Approved,2cnd_mturk_batch,false,false,false
85,P176,Alpine Magnolia is produced by [MASK] .,Q83642690,Alpine Magnolia,Renault,Spp Shipbuilding Company Ltd.,False,False,False,False,False,True,https://www.scheepvaartwest.be/CMS/index.php/tankers/9581-alpine-magnolia-imo-9457713,A3JN18TC8GL3IH,False,False,False,False,True,,https://www.scheepvaartwest.be/CMS/index.php/tankers/9581-alpine-magnolia-imo-9457713,table below,Approved,2cnd_mturk_batch,false,false,false
86,P159,The headquarter of ENBIO (Ireland) is in [MASK] .,Q55454000,ENBIO (Ireland),Dublin,Dublin,TRUE,True,False,False,False,False,https://enbio.eu/contact/,A3JN18TC8GL3IH,True,False,False,False,False,,https://enbio.eu/contact/,below contact address,Approved,2cnd_mturk_batch,false,false,false
87,P103,The native language of Joshua Mather is [MASK] .,Q93189451,Joshua Mather,English,English,TRUE,True,False,False,False,False,https://www.linkedin.com/in/j-mather/details/skills/,AKX5RHHO8BIUX,False,True,False,False,False,"There are a total of 40 total responses to this query on LinkedIn.  All of them appear to be in English-speaking countries (USA, Great Britain, Australia) so it is plausible that they speak English.",https://www.linkedin.com/search/results/people/?firstName=Joshua&lastName=Mather&origin=SEO_PSERP&sid=n6.,There are 10 'Joshua Mather' responses on this page. All of them are in English-speaking countries.,Approved,2cnd_mturk_batch,false,false,false
88,P103,The native language of Luis Velez is [MASK] .,Q5984472,Luis Velez,Spanish,Spanish,TRUE,False,True,False,False,False,https://www.imdb.com/name/nm2190644/,A2BAQ26SMQQEUG,True,False,False,False,False,good,https://en.wikipedia.org/wiki/Luis_Carlos_V%C3%A9lez,Director,Approved,2cnd_mturk_batch,false,false,false
89,P178,One Piece Grand Cruise is developed by [MASK] .,Q63225528,One Piece Grand Cruise,Ganbarion,"Bandai Namco, Spike Chunsoft",False,False,False,False,False,True,https://onepiece.fandom.com/wiki/One_Piece_Grand_Cruise,AM9XH69KBK5X5,False,False,False,False,True,google says one piece grand cruise is developed by Spike Chunsoft,https://www.google.com/search?q=One+Piece+Grand+Cruise+video+game&client=firefox-b-e&sxsrf=ALiCzsbbV4y6-gCOncL00wVOVJac4TwjYw%3A1664383727492&ei=73o0Y6_dHZr4sAe_pY1w&ved=0ahUKEwjvkOPG-Lf6AhUaPOwKHb9SAw4Q4dUDCA0&uact=5&oq=One+Piece+Grand+Cruise+video+game&gs_lcp=Cgdnd3Mtd2l6EAMyBwghEKABEAoyBwghEKABEAoyCAghEB4QFhAdOgoIABBHENYEELADOgcIABCwAxBDOgoILhDUAhCwAxBDOg0IABDkAhDWBBCwAxgBOgwILhDIAxCwAxBDGAI6DwguENQCEMgDELADEEMYAjoFCAAQywE6BQgAEIAEOgUILhCABDoGCAAQHhAWOgUIABCGAzoECCEQFToFCAAQogRKBAhBGABKBAhGGAFQUlihCmDqCmgBcAF4AIABugGIAZgLkgEDMi44mAEAoAEByAERwAEB2gEGCAEQARgJ2gEGCAIQARgI&sclient=gws-wiz,"Initial release date: 21 May 2018 at 5:30 am IST Developer: Spike Chunsoft Publisher: BNE Entertainment Genres: Adventure game, Shooter Video Game Platform: PlayStation 4",Approved,2cnd_mturk_batch,false,false,false
90,P176,"Pentium4 Xeon 2.8 GHz, Myrinet is produced by [MASK] .",Q71359985,"Pentium4 Xeon 2.8 GHz, Myrinet",IBM,LNXI,False,False,False,False,False,True,https://www.top500.org/system/173561/,A3JN18TC8GL3IH,False,False,False,False,True,LNXI,https://www.top500.org/system/173561/,configuration table below,Approved,2cnd_mturk_batch,false,false,false
91,P27,Agnieszka Kaleta is [MASK] citizen .,Q91472589,Agnieszka Kaleta,Poland,Poland,TRUE,False,True,False,False,False,https://orcid.org/0000-0002-0225-5790,A1NF6PELRKACS9,False,True,False,False,False,Warsaw University is in Poland so it is plausible that the person is a citizen of Poland,https://www.wikidata.org/wiki/Q91472589,employer Warsaw University of Life Sciences,Approved,2cnd_mturk_batch,false,false,false
92,P103,The native language of Marcus Adams is [MASK] .,Q6757983,Marcus Adams,English,English,TRUE,False,True,False,False,False,https://en.wikipedia.org/wiki/Marcus_Adams_(Canadian_football),A1EX0MEOPF8AHT,True,False,False,False,False,good,https://en.wikipedia.org/wiki/Marcus_Adams_(Canadian_football),"Marcus ""Chunky"" Adams is a Canadian football defensive tackle who played for the Saskatchewan Roughriders of the Canadian Football League for eight seasons.",Approved,2cnd_mturk_batch,false,false,false
93,P178,Office Lingerie is developed by [MASK] .,Q11230163,Office Lingerie,Microsoft,Mink,False,False,False,False,False,True,https://www.uvlist.net/game-168648-Lingeries+office,A3HALUPLZ4IKYJ,True,False,False,False,False,this is adult content based link,https://ja.wikipedia.org/wiki/Lingeries,"Overview  The main character, who was dispatched to an underwear maker as a section manager, becomes close to the office workers during the three-month contract period, and while sexually harassing them, obtains internal information, etc. The goal is to Koichi Suzuki is in charge of the scenario, and Takehiro Miura is in charge of character design and key animation .  The title changed during the development period, and there was originally a title proposal called ""OL Syndrome"" [2] .  A new package version was released on August 14, 2008 [3] .",Approved,2cnd_mturk_batch,false,false,false
94,P27,Fritz Grub is [MASK] citizen .,Q94821679,Fritz Grub,Germany,Germany,TRUE,True,False,False,False,False,https://www.deutsche-digitale-bibliothek.de/person/gnd/105503109X,A3JN18TC8GL3IH,True,False,False,False,False,,https://www.google.com/search?q=fritz+grub+1890&client=firefox-b-e&sxsrf=ALiCzsaQGDcuRUZmnn5fSivEOkEi21PEqg%3A1664464025084&ei=mbQ1Y__WBJ6A9u8P2f2_yAE&oq=Fritz+Grub+18&gs_lcp=Cgdnd3Mtd2l6EAMYADIECCMQJzoHCCMQsAMQJzoICAAQsAMQywE6CAgAEIAEELADOgcIABAeELADOhAILhDUAhDIAxCwAxDLARgBOhMILhDHARCvARDIAxCwAxDLARgBOgYIABAeEBY6BQgAEIYDSgQIQRgBSgQIRhgAUNYBWO4FYJ4VaAFwAHgAgAF2iAHDApIBAzAuM5gBAKABAcgBDcABAdoBBAgBGAg&sclient=gws-wiz,google knowledge panel,Approved,2cnd_mturk_batch,true,true,false
95,P27,Wilhelm Reiners is [MASK] citizen .,Q94857127,Wilhelm Reiners,Germany,Germany,TRUE,True,False,False,False,False,http://www.bz-mg.de/geschichtliches-historisches/pionier-im-textilmaschinenbau-vor-70-jahren-starb-wilhelm-reiners-der-schlafhorst-aufbaute/,A3JN18TC8GL3IH,True,False,False,False,False,,https://www.ub.uni-koeln.de/collections/dante/index_eng.html,was born in Aachen,Approved,2cnd_mturk_batch,false,false,false
96,P159,The headquarter of Maersk (Qatar) is in [MASK] .,Q59535597,Maersk (Qatar),Qatar,"Doha, Qatar",TRUE,True,False,False,False,False,https://www.maersk.com/local-information/west-central-asia/qatar,A3JN18TC8GL3IH,True,False,False,False,False,,https://www.google.com/search?client=firefox-b-e&q=Maersk+%28Qatar%29,google knowledge panel,Approved,2cnd_mturk_batch,false,false,false
97,P178,Pop'n music 11 is developed by [MASK] .,Q19291597,Pop'n music 11,Konami,"Konami, Bemani",True,True,False,False,False,False,https://popnmusic.fandom.com/wiki/Pop%27n_Music_11,A1NF6PELRKACS9,True,False,False,False,False,There is direct evidence that it is from Konami,https://konami.fandom.com/wiki/Pop%27n_Music_11,Pop'n Music 11 (ポップンミュージック１１ Poppun Myuujikku 11?) is a 2004 Japanese music/rhythm game developed by Konami and Bemani,Approved,2cnd_mturk_batch,false,false,false
98,P103,The native language of Pedro Roig is [MASK] .,Q7159916,Pedro Roig,Spanish,Spanish,TRUE,True,False,False,False,False,https://en.wikipedia.org/wiki/Pedro_Roig,AORHXBTOCXFUK,True,False,False,False,False,The answer was found like statement,https://en.wikipedia.org/wiki/Pedro_Roig,Pedro Roig (22 December 1938 – 22 November 2018) was a Spanish field hockey,Approved,2cnd_mturk_batch,false,false,false
99,P103,The native language of Feng Xi is [MASK] .,Q45602546,Feng Xi,Chinese,Chinese,TRUE,True,False,False,False,False,https://en.wikipedia.org/wiki/Feng_Xi,A2BAQ26SMQQEUG,True,False,False,False,False,good,https://en.wikipedia.org/wiki/Feng_Xi,"Feng Xi, courtesy name Xiuyuan, was a military general of the state of Shu Han in the Three Kingdoms period.",Approved,2cnd_mturk_batch,false,false,false
100,P27,Debshila Basu Mallick is [MASK] citizen .,Q85290891,Debshila Basu Mallick,India,None,False,False,False,True,False,False,None,A1NF6PELRKACS9,False,False,True,False,False,There is only text about profession but not birthplace.,https://debshila.github.io/home/,"Debshila. I am a researcher at OpenStax, an educational non-profit affiliated with Rice University, Houston, TX, USA",Approved,2cnd_mturk_batch,true,false,true
101,P178,Star Wars: Super Bombad Racing is developed by [MASK] .,Q55227,Star Wars: Super Bombad Racing,LucasArts,"Lucas Learning, LucasArts",True,False,True,False,False,False,https://en.wikipedia.org/wiki/Star_Wars:_Super_Bombad_Racing,A1EX0MEOPF8AHT,True,False,False,False,False,good,https://en.wikipedia.org/wiki/Star_Wars:_Super_Bombad_Racing,"Star Wars: Super Bombad Racing is a racing video game with characters from Star Wars: Episode I – The Phantom Menace, Star Wars, and Return of the Jedi. The playable characters are portrayed in a humorous light in the super deformed style",Approved,2cnd_mturk_batch,false,false,false
102,P159,The headquarter of Hyderabad Deccan Cigarette Factory is in [MASK] .,Q16845933,Hyderabad Deccan Cigarette Factory,Hyderabad,Hyderabad,TRUE,True,False,False,False,False,https://en.wikipedia.org/wiki/Hyderabad_Deccan_Cigarette_Factory,A1NF6PELRKACS9,True,False,False,False,False,It was found in Hyderabad,https://en.wikipedia.org/wiki/Hyderabad_Deccan_Cigarette_Factory,The Hyderabad Deccan Cigarette Factory was established in 1930 at Musheerabad a suburb of Hyderabad,Approved,2cnd_mturk_batch,false,false,false
103,P176,HPC 6000 is produced by [MASK] .,Q70381990,HPC 6000,IBM,Sun,False,False,False,False,False,True,https://top500.org/system/172006/,A3V5IIPZ95YVKH,False,False,False,False,True,Sun Microsystems is the manufacturer of HPC 6000,https://www.top500.org/system/171990/,Manufacturer: Sun,Approved,2cnd_mturk_batch,false,false,false
104,P176,Pentium 4 Cluster 2.4/2.0 GHz is produced by [MASK] .,Q71986965,Pentium 4 Cluster 2.4/2.0 GHz,IBM,Selfmade,False,False,False,True,False,False,https://www.top500.org/system/168167/,A3JN18TC8GL3IH,False,False,False,False,True,,https://www.top500.org/system/168167/,below system configuration,Approved,2cnd_mturk_batch,false,false,false
105,P103,The native language of Wendi Wohltmann is [MASK] .,Q84450923,Wendi Wohltmann,German,English,FALSE,False,False,False,True,False,https://www.usuhs.edu/node/10557,A3HALUPLZ4IKYJ,False,True,False,False,False,It is possible because we dont have clear evidence and no contradct evidence against the statement.,https://www.usuhs.edu/node/10557,"Dermatopathology Fellowship: University of Colorado, Denver Dermatology Residency: SAUSHEC Internship: Lehigh Valley Hospital Medical School: Drexel University College of Medicine Graduate School (MS Biochemistry): University of California, Riverside Undergraduate (BS Biology): University of California, Riverside",Approved,2cnd_mturk_batch,false,false,false
106,P103,The native language of Xianghui Fu is [MASK] .,Q59695933,Xianghui Fu,Chinese,Chinese,TRUE,False,True,False,False,False,https://orcid.org/0000-0002-7748-3907,AKX5RHHO8BIUX,False,True,False,False,False,"The person is a full professor at a Chinese university, I am assuming that means they speak Chinese.",https://orcid.org/0000-0001-9808-3892,"Lists under Employment 'Sichuan University Huaxi Campus: Chengdu, Sichuan, CN'",Approved,2cnd_mturk_batch,false,false,false
107,P176,SJ Venture is produced by [MASK] .,Q86061249,SJ Venture,ASEA,TITAN QUANZHOU SHIPYARD,False,False,False,False,False,True,https://www.balticshipping.com/vessel/imo/9438195,A1NF6PELRKACS9,False,False,True,False,False,There is no mention of ASEA,http://www.sj-vi.com/eng/main/,,Approved,2cnd_mturk_batch,false,false,false
108,P27,Maryam Soltani is [MASK] citizen .,Q88013696,Maryam Soltani,Iran,Iran,TRUE,True,False,False,False,False,https://www.linkedin.com/in/maryam-soltani-asl-a86a36135/?originalSubdomain=br,A23LXQ5ZX2YONR,True,False,False,False,False,,https://www.paralympic.org/maryam-soltani,Club / Team Tehran Province: Iran,Approved,2cnd_mturk_batch,false,false,false
109,P176,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR is produced by [MASK] .",Q71626116,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",IBM,"IBM, Lenovo",True,True,False,False,False,False,https://www.top500.org/system/178007/,A3JN18TC8GL3IH,True,False,False,False,False,,https://www.top500.org/system/178002/,below system configuration,Approved,2cnd_mturk_batch,false,false,false
